label,year,month,day,hour,b1_ref,b1_var,b2_ref,b2_var,b3_ref,b3_var,b4_ref,b4_var,b5_ref,b5_var,b6_ref,b6_var,b7_ref,b7_var
3,2010,6,5,17,5.06255707457,0.220753166355,2.70687447419,0.12246142594,3.34529512428,0.275800639493,4.64081328872,0.658291516205,5.51345191205,1.02327449904,10.0736354685,0.224333370955,3.10539837476,0.458998396952
3,2008,5,30,17,6.11085917782,0.0878275878316,3.50695095602,0.0480882308786,4.80436204589,0.108168412914,5.24667562141,0.114781218693,7.97084770554,0.306238541639,10.221157457,0.1325281496,5.02116510516,0.143323641588
3,2010,5,4,17,5.53402170172,0.021414501073,3.07561634799,0.00860065110464,4.30261061185,0.0192212208578,4.3991498088,0.0210606116061,7.11663355641,0.0482109185059,11.0057119503,0.0110591493553,4.92121864245,0.0288833174106
3,2010,6,21,17,4.17376548757,0.0451319750374,2.29825497132,0.0146084590957,2.32551309751,0.0605404835904,6.26140984704,0.888285526112,5.24389933078,0.254994098293,9.9502167304,0.168839769677,2.13659913958,0.109247312365
3,2008,8,2,17,3.41861443595,0.0431678582381,1.50171195029,0.0219033405599,1.21815172084,0.0623732494617,7.3907291587,0.450785046353,3.08457619503,0.123675402813,8.78960105163,0.170100311791,0.956423231358,0.077676396989
3,2009,5,17,17,6.02820143403,0.026513108387,3.40069474187,0.0130953435431,4.72826644359,0.0312533353319,4.86544043977,0.0259350878627,7.62002552581,0.0718885158064,10.4613065966,0.0296713274278,5.01586491396,0.0375097991657
3,2011,6,24,17,4.60169282983,0.0714611475346,2.618033174,0.02036124117,2.63481711281,0.099543651079,7.5597043021,0.262738388485,6.3862167304,0.0776552801933,10.4182740918,0.0990190436261,2.58143661568,0.115580089687
3,2011,6,8,17,5.01788403442,0.300144673947,2.75015936902,0.157047456643,3.36864120459,0.419833875487,4.84222055449,0.436212291523,5.98163546845,1.17524067497,10.4276125239,0.579594824446,3.2652874761,0.687387084485
3,2010,9,25,17,5.92648824092,0.0549875625912,3.66923776291,0.0298074559114,5.48013642447,0.0778038940222,6.32930277247,0.0604664314789,9.89052648184,0.184935672927,9.48493565966,0.0136070834464,4.40419760994,0.0269021925134
3,2009,8,21,17,3.73675210325,0.0162736601677,1.98339837476,0.00604102792757,2.27629703633,0.0126321754549,4.90670621415,0.0791445079681,4.14474063098,0.107657246318,9.16982667304,0.107896506301,1.60582284895,0.0372789795305
4,2011,5,7,17,5.56944428571,0.297628565682,3.06383285714,0.160771824849,4.06187857143,0.377345364898,4.09368428571,0.338974887967,5.87618714286,1.06183556519,10.0485185714,0.719437892441,3.76393571429,0.617815529796
4,2009,8,5,17,3.72685,0.0184251885714,1.86263285714,0.00863873227755,1.55526142857,0.0282759358694,7.46031285714,0.225918335478,4.35969571429,0.0802383339102,8.73291857143,0.100508649012,1.37373,0.0434159616
4,2010,5,20,17,5.44536428571,0.222102661224,3.00449571429,0.12624543791,3.74319285714,0.28072395102,5.12441571429,0.357072615967,6.24478142857,0.891477490155,9.89602714286,0.154125924049,3.64890714286,0.472918968163
4,2010,6,5,17,3.98117,0.0330666587429,1.93504428571,0.0174694525388,1.60730714286,0.0614304653061,8.44302142857,0.351591033469,5.10015285714,0.0479937402776,9.17945571429,0.158385914253,1.62415285714,0.0582600717061
4,2008,5,30,17,4.79290714286,0.170300042449,2.57681571429,0.0935918662531,2.83918142857,0.238266665012,5.78391285714,0.371271002906,5.83947857143,0.992755513469,9.37871285714,0.206831588049,2.71183285714,0.45163093342
4,2010,5,4,17,5.92785571429,0.467921338253,3.36127285714,0.245165494335,4.61414142857,0.569536841927,4.55757,0.555130631314,6.71859857143,1.59237874364,9.87792428571,0.27109695791,4.54386714286,0.90880571742
4,2010,6,21,17,3.68033571429,0.0291940897959,1.77639285714,0.012941962449,1.35650714286,0.0414675395918,10.4827357143,0.243216124082,4.95646142857,0.142457897012,9.22006142857,0.258807071869,1.47216428571,0.0655189812245
4,2008,8,2,17,3.81045,0.0230992457143,2.10023285714,0.00859558713469,2.05472428571,0.0291544847673,6.52034714286,0.130988400849,3.65469,0.0692891081143,9.02872428571,0.118182827624,1.28522714286,0.0453791446204
4,2009,5,17,17,5.65279285714,0.0193252310204,3.08243857143,0.00686598844082,4.30136428571,0.0125887412245,4.33015285714,0.0140363002776,6.82193571429,0.0544008097959,10.8411471429,0.0109763139918,4.59515857143,0.022797166498
4,2011,6,24,17,3.67832428571,0.0655225213388,1.72635857143,0.0315301859265,1.39736428571,0.111324741224,9.26431285714,0.268958381192,4.65223285714,0.200785072849,9.26066714286,0.273506764278,1.41182142857,0.117323970612
4,2011,6,8,17,4.35718142857,0.0707639450122,2.29697571429,0.0354083179102,2.20319285714,0.109354762449,7.80753571429,0.149889861224,5.93489571429,0.232638041339,10.04173,0.316911915886,2.25410714286,0.14272587102
4,2010,9,25,17,4.37930714286,0.00912527673469,2.31658714286,0.00333364976327,3.15786714286,0.00677353456327,3.14001571429,0.00808040568163,4.98273571429,0.0283201240816,10.2470214286,0.00165073632653,3.27075857143,0.0102762247837
4,2009,8,21,17,3.69592428571,0.0255568436245,2.03486142857,0.0098076021551,1.86326142857,0.0400855358694,6.28061,0.288279471543,4.39627857143,0.0532091820408,9.06970714286,0.102180499592,1.68499857143,0.0496102133551
5,2011,5,7,17,5.86385551181,0.0174977804421,3.30037913386,0.00739586899374,4.40912716535,0.0120342973526,4.73756811024,0.015665017546,6.97598149606,0.0920615679056,11.0436862205,0.00742976309753,4.46564291339,0.0445058446742
5,2009,8,5,17,3.64726889764,0.0500649672019,1.68013110236,0.0263234809815,1.73729645669,0.0807318898103,4.72301692913,0.0683991116622,3.09744212598,0.277260385765,8.86412716535,0.135108446959,1.20968622047,0.123138156798
5,2010,5,20,17,5.37717047244,0.0493066541478,2.94205629921,0.0208659394879,3.70924133858,0.0619823737832,5.00377677165,0.0421339325904,6.38652874016,0.14322919065,10.1843870079,0.0666447204414,3.82526102362,0.0830762713745
5,2010,6,5,17,4.18059566929,0.142384994528,2.03962322835,0.0702742928266,2.05521377953,0.204255794594,6.35820590551,0.147535294749,4.83903661417,0.350738262183,9.47696574803,0.231575505658,2.02208385827,0.242497779326
5,2008,5,30,17,4.21983188976,0.180363405341,2.13732401575,0.0977152833406,2.22891850394,0.261997016725,5.80149330709,0.269924320959,5.03391850394,0.714780922236,9.20595,0.220846198819,2.13342637795,0.36119501519
5,2010,5,4,17,4.72067834646,0.0858842155744,2.48369409449,0.0444575860872,3.26426102362,0.112170578461,3.3510484252,0.141477500155,4.71301299213,0.480595486189,8.78695393701,0.116000612189,3.00857598425,0.24306677153
5,2010,6,21,17,3.64999724409,0.0904349209963,1.68415866142,0.0403717261455,1.41184370079,0.146186687519,8.40784370079,0.547916215078,4.52358779528,0.225892099123,9.0370523622,0.366559786766,1.50590669291,0.187055279621
5,2008,8,2,17,3.55099724409,0.0935389997365,1.64271377953,0.0474076390818,1.44484370079,0.155610396181,6.50722559055,0.208634193735,2.99233582677,0.303217648382,8.8251507874,0.23242692622,0.999083858268,0.190380125783
5,2009,5,17,17,5.08133976378,0.605901869738,2.66129645669,0.332728204771,3.41873740157,0.760592381967,3.93829251969,0.718191077562,5.42069409449,2.31047794042,10.1085129921,0.476708956662,3.25672559055,1.2585995461
5,2011,6,24,17,3.65974133858,0.177491403311,1.60841456693,0.0961203530752,1.47186732283,0.269203581747,7.53048543307,0.416423549926,4.19631614173,0.365081021452,9.30404055118,0.292637911092,1.45588700787,0.305618053119
5,2011,6,8,17,4.0770484252,0.155197185194,2.02299330709,0.0711582402505,2.05937125984,0.216106442619,6.43446968504,0.453051598038,5.15890275591,0.344231944618,9.66275314961,0.313907254557,2.10471377953,0.255140820184
5,2010,9,25,17,4.44329645669,0.124446236267,2.35221377953,0.0646151253023,3.2348988189,0.134644192262,3.2957019685,0.11141687352,5.41796574803,0.226945111957,10.1836074803,0.0061994476409,3.52332401575,0.100116228222
5,2009,8,21,17,3.7153476378,0.067751477711,1.8767019685,0.0278725664331,2.52461929134,0.0558806248837,4.22061141732,0.0307973676452,3.99662716535,0.246342937116,9.28832007874,0.145505817766,1.71910748031,0.114158362995
6,2011,5,7,17,5.47900865922,0.124259889017,3.03774608939,0.0682772475266,4.17228240223,0.16298158085,4.25929916201,0.19065554708,6.90913156425,1.00518668631,9.77036061453,0.484117310446,4.24479636872,0.581681958241
6,2009,8,5,17,3.77370139665,0.0753459647327,1.84458407821,0.0290916915202,1.5853773743,0.124351519865,7.69412597765,0.938291001155,4.52379078212,0.127461621298,8.79658407821,0.14670098761,1.46357849162,0.149437586842
6,2010,5,20,17,6.05924329609,0.0159328008489,3.36651703911,0.00542479997503,4.51174608939,0.0150048005992,4.57811480447,0.0200927144596,6.36957849162,0.0660111287413,10.7193103352,0.0179667458569,4.29838296089,0.0263801072376
6,2010,6,5,17,4.51592486034,0.0589160370775,2.31813715084,0.0246244384383,2.41805893855,0.0957587074061,5.43881871508,0.16064730539,4.84113156425,0.179147401392,9.61242765363,0.157160982741,2.18183547486,0.139048225711
6,2008,5,30,17,4.19329916201,0.0515068990356,2.2158801676,0.0183668037827,1.91709804469,0.0866449878593,9.20376843575,0.295356071783,6.05912039106,0.0572307907993,8.94038296089,0.190810319528,2.01603659218,0.106734197809
6,2010,5,4,17,5.22115391061,0.207820666521,2.83667346369,0.117032441684,3.80663994413,0.268005215318,3.81770139665,0.296049964733,5.44078519553,0.831325384851,9.21089692737,0.32866746506,3.61970139665,0.468262031772
6,2010,6,21,17,3.66001424581,0.0799500447552,1.73728798883,0.0333720575513,1.34214832402,0.129225719047,10.1879918994,0.546108192379,4.80253938547,0.0688399026248,9.03305335196,0.309307434849,1.44305335196,0.125365803564
6,2008,8,2,17,4.29912039106,0.091316288006,2.59639413408,0.0520473488343,2.7082377095,0.358122658843,8.25592486034,0.579332305234,4.4150198324,0.148138289816,8.95746675978,0.211699010892,1.59176843575,0.116573501951
6,2009,5,17,17,5.69827122905,0.0107441021192,3.11075167598,0.00396435591898,4.33918743017,0.00661862938111,4.44685223464,0.00721418457601,7.19328798883,0.0437875212384,10.6482712291,0.0284114540745,4.60736620112,0.0255602332012
6,2011,6,24,17,5.57204776536,0.0740981175369,3.13963435754,0.0398576364034,4.1905952514,0.118934302924,6.06846117318,0.0440126255735,7.59346675978,0.202765290222,10.9600812849,0.0947313724291,4.43628240223,0.18071382666
6,2011,6,8,17,6.22369022346,0.0225995568178,3.60163435754,0.0113205637777,5.04847234637,0.0271136978247,5.21107569832,0.0175751168815,8.32217067039,0.0915784918074,12.1002712291,0.0238851077058,5.36028240223,0.0633857372741
6,2010,9,25,17,5.5735226257,0.071414357854,3.33148910615,0.0419420040573,4.55119860335,0.0970421435036,5.27179078212,0.10661447046,7.99512039106,0.248894790799,9.90174608939,0.00606026428638,4.05527681564,0.0340261320184
6,2009,8,21,17,3.81807011173,0.115615229987,2.02021536313,0.0404016209232,1.94487458101,0.171165004089,6.47109804469,0.530713635904,4.76222653631,0.142871011516,9.27861759777,0.211570854593,1.88723212291,0.196875991636
7,2011,5,7,17,5.01585,0.35987508,2.66529,0.1650628944,3.33477,0.4632278976,4.05789,0.1766268864,5.30781,1.0122410304,9.35757,0.3470605056,3.01905,0.64941588
7,2009,8,5,17,4.91805,0.03932928,2.88825,0.01820484,3.89889,0.1145819664,6.24957,0.3312061056,5.22201,0.0962162064,9.21441,0.0623211984,2.17437,0.0474371136
7,2010,5,20,17,6.15921,0.0782124624,3.48405,0.03800304,4.88241,0.0826914384,4.97817,0.1130268816,8.12997,0.6224959296,11.20017,0.0102195216,5.26905,0.07876836
7,2010,6,5,17,6.12825,0.11288628,3.44877,0.0546422976,4.83861,0.1220007744,4.88565,0.15525936,7.85037,0.6108500736,11.66409,0.0196177104,5.08725,0.07369056
7,2008,5,30,17,6.07245,0.0470376,3.46353,0.0177950736,4.85157,0.0358779456,4.94625,0.02891556,7.92417,0.0723051216,10.49421,0.0583876224,5.15937,0.0405614736
7,2010,5,4,17,5.45889,0.1569957264,3.03129,0.0770472144,4.21593,0.1583655696,4.36569,0.1635742224,7.53933,0.6812744256,10.48845,0.02209536,4.88325,0.11628432
7,2010,6,21,17,5.10501,0.5267772864,2.76729,0.2982211344,3.65829,0.7704154944,4.80969,0.5160372624,6.22413,2.8040342976,10.37793,0.7321681296,3.58377,1.1592277776
7,2008,8,2,17,3.65589,0.0241856064,1.81773,0.0088670016,1.38837,0.0373974336,9.99093,0.3564804096,4.98465,0.01413684,9.02241,0.1188987984,1.39365,0.0328824
7,2009,5,17,17,4.25157,0.0213440256,2.21373,0.0082809216,2.05353,0.0291105936,6.31341,0.1623345984,5.12889,0.0921626064,9.10389,0.0859414464,1.92453,0.0437852736
7,2011,6,24,17,3.84669,0.9558028224,1.80561,0.4791369744,1.69545,1.48579092,9.66441,2.9330000784,4.22061,1.7463020544,9.33813,0.8014277376,1.61757,1.4202939456
7,2011,6,8,17,4.11117,0.9120177216,2.05533,0.4200195456,1.90497,1.4896714896,10.31685,4.04619984,5.45949,0.9066489984,9.45729,0.8390736144,1.91781,1.2967130304
7,2010,9,25,17,4.41729,0.0831772944,2.34897,0.0380290896,3.28569,0.0765679824,3.57897,0.0729231696,6.50337,0.1980427536,9.85209,0.0110295504,3.75393,0.0459649296
7,2009,8,21,17,7.65465,0.12090564,4.87209,0.0550201104,7.30353,0.1384411536,8.46813,0.1222272576,11.92701,0.2056486464,10.18017,0.0265433616,5.19153,0.0383323536
8,2011,5,7,17,6.05938877551,0.032186302374,3.44239897959,0.0204432422949,4.75959285714,0.0516694693878,4.72569489796,0.0737679196168,7.45111326531,0.406112927426,11.4966438776,0.0142083909829,4.88687857143,0.0935478163265
8,2009,8,5,17,3.67575612245,0.0225876409829,1.93270510204,0.00767166961683,1.74615408163,0.028031116514,7.55482755102,0.0904764901083,3.08074591837,0.0859431981466,8.59140918367,0.105438875885,0.96145,0.0476764693878
8,2010,5,20,17,5.97688877551,0.0236983993128,3.36663367347,0.00993706830487,4.56989897959,0.0167496555602,5.09599081633,0.179801401395,7.54214387755,0.0529388858809,10.9605622449,0.189626742503,4.90730714286,0.0243629795918
8,2010,6,5,17,5.38243979592,0.539503408059,2.92640918367,0.258637222824,3.63703163265,1.35937894742,6.12179693878,1.57740357351,6.80839897959,0.427862589234,10.9350826531,1.26967376302,3.79574591837,1.4385305859
8,2008,5,30,17,6.22607244898,0.023536326843,3.5135622449,0.00962319148272,4.90809285714,0.01848275,5.02359285714,0.0168362857143,8.0675622449,0.0488271914827,11.4780112245,0.0211796238026,5.20688877551,0.0239749707414
8,2010,5,4,17,5.75587857143,0.224976040816,3.23743979592,0.117341816222,4.51074591837,0.265522014473,4.56821530612,0.263010495939,7.21775612245,0.840142661391,10.7229397959,0.266683596835,4.83704183673,0.493096670137
8,2010,6,21,17,4.22149081633,0.425965406497,2.11341938776,0.251806631716,2.2926744898,1.03037174552,7.03401122449,3.65733827686,5.05895,1.12720328061,9.47253163265,0.479321870887,2.28201122449,1.18031517482
8,2008,8,2,17,3.83110306122,0.135765124531,1.93034795918,0.0550048059142,1.52301122449,0.308300276864,12.2739397959,3.21373243357,6.27388877551,0.071006929925,8.92589897959,0.332352226989,1.82405204082,0.287803249792
8,2009,5,17,17,4.98980714286,0.450378668367,2.60493979592,0.244088698875,3.40255204082,0.617521458975,3.94750102041,0.693578589234,5.57314387755,2.22658041649,10.1164806122,0.576353325594,3.3485622449,1.22884388536
8,2011,6,24,17,5.11641938776,0.392858060287,2.77768469388,0.227905679613,3.63052142857,0.624663117347,5.02415408163,0.443466096106,6.21035816327,2.09593119565,10.2460112245,0.468410440129,3.62737857143,1.1404342602
8,2011,6,8,17,5.84747040816,0.113753203665,3.32285816327,0.0638849762599,4.62961326531,0.160123014161,4.68685816327,0.18319097626,7.32124591837,0.624077733861,11.6416642857,0.164927321429,4.82368469388,0.301305761245
8,2010,9,25,17,4.50659285714,0.0187846326531,2.43892959184,0.00944317815494,3.23609285714,0.0236980969388,4.09734795918,0.305640254894,6.15625612245,0.0376033705748,9.92005204082,0.0188622293836,3.46159285714,0.083741877551
8,2009,8,21,17,6.1038377551,0.0422320741358,3.70538877551,0.0224470370679,5.5211744898,0.0633638220533,6.68549081633,0.0458179779259,9.14275612245,0.0981928858809,10.450072449,0.0188395513328,4.53824591837,0.0270662032486
9,2011,5,7,17,5.58686624365,0.0412439485686,3.15078502538,0.0150874207529,4.09924187817,0.0556227231828,6.68117081218,0.165187033729,8.79339416244,0.179073240537,10.0454956853,0.12697431771,3.87566827411,0.0657816224072
9,2009,8,5,17,4.56414543147,0.0413630747507,2.3596784264,0.0193462067046,2.84245,0.0975223147208,5.43241954315,0.197194862017,7.50689670051,0.464580835992,9.68333324873,0.0933984686026,3.52366827411,0.222676241697
9,2010,5,20,17,4.75589162437,0.0908172516684,2.53601345178,0.0401130480043,2.78862258883,0.168812051431,7.05472411168,0.897186219279,7.18694746193,0.471546574867,9.32239923858,0.17313167255,3.12353629442,0.329100769203
9,2010,6,5,17,3.93619619289,0.160506392435,1.93397284264,0.0624652951635,1.54377994924,0.253954596717,11.6229068528,2.21256679636,6.22028756345,0.0924389989951,8.9526428934,0.277659434873,1.90437893401,0.225277213224
9,2008,5,30,17,3.89621649746,0.288159275426,1.90996269036,0.121424249839,1.65768857868,0.517852313639,10.3863281726,2.61978431003,5.84204390863,0.222007428998,8.7795464467,0.547348889175,1.82687639594,0.554503818187
9,2010,5,4,17,5.36005406091,0.0854946858718,2.93380025381,0.02836051184,3.81514035533,0.151148152851,5.45095761421,0.285880189028,8.93388147208,0.587655392512,9.82638908629,0.0947824125332,4.64857182741,0.282133101909
9,2010,6,21,17,5.38942461929,0.110378339457,3.03855152284,0.0503643348708,3.65734340102,0.147975445489,6.84667335025,0.297623097323,9.76775964467,0.70016139143,11.6971708122,0.110350079415,4.74137385787,0.229780811461
9,2008,8,2,17,4.74215558376,0.0605929488521,2.4713535533,0.0251300871447,2.91436878173,0.101553374114,5.59513020305,0.340527354583,7.67139416244,0.251629017187,10.5841048223,0.0818838605478,3.75885609137,0.142847632044
9,2009,5,17,17,3.89476472081,0.185520571002,1.84686624365,0.0857817759798,1.5826428934,0.383721769899,10.1007748731,2.70384476755,5.66079517766,0.105002845319,8.87257182741,0.446363883635,1.72290685279,0.411880420727
9,2011,6,24,17,5.67832817259,0.0547218937875,3.22906928934,0.0229179718107,4.09321142132,0.0872544659229,7.06075456853,0.13293489201,10.0766530457,0.287732182123,11.7164906091,0.0468219272849,4.52550583756,0.0629427227705
9,2011,6,8,17,3.98309974619,0.191367780876,1.96591192893,0.084476725708,1.79672411168,0.275759701513,9.90288654822,0.715890063233,6.23860228426,0.149872809297,9.42078502538,0.308022892834,1.95976979695,0.258861567781
9,2010,9,25,17,3.82541446701,0.0361866231029,2.01594238579,0.0179161687237,2.36905913706,0.0498229792059,5.56397284264,0.23957981293,6.68295761421,0.243165346389,8.98994238579,0.0341952753227,2.64054137056,0.0636638901286
9,2009,8,21,17,3.43779010152,0.0614637472751,1.67365812183,0.0241062155686,1.26693730964,0.128681792986,9.85140431472,0.915579840552,5.57179010152,0.0557884173259,8.77530279188,0.205395861578,1.55963781726,0.10942849772
10,2011,5,7,17,4.84472848101,0.22686726422,2.55881708861,0.118424295626,3.34650063291,0.269682225284,3.40456392405,0.274872468034,4.92242468354,0.888045619612,9.35584240506,0.326459124499,3.09266518987,0.51916954863
10,2009,8,5,17,3.78608291139,0.0298522956257,1.90689303797,0.0182614999199,1.62743734177,0.0554449492069,8.83188037975,1.67452167553,4.1866778481,0.177598530364,8.75515886076,0.092403750681,1.3089943038,0.0618877290498
10,2010,5,20,17,5.05818417722,0.258922182503,2.69332341772,0.125243414357,3.5156778481,0.467690669604,3.92323481013,0.12106576382,5.44220949367,1.35801328393,10.5853360759,1.21541465791,3.48156392405,1.08188579715
10,2010,6,5,17,4.26715886076,0.0966862316936,2.12118417722,0.035658802756,2.33074113924,0.474174067137,5.54928544304,6.56847358052,4.62291835443,0.177561324948,9.27814620253,0.128257983656,2.13858924051,0.290611347701
10,2008,5,30,17,5.39389303797,0.684130626502,2.96651329114,0.30813166688,3.76450063291,1.50006536452,5.7397664557,2.41458844416,6.63396898734,0.69472852812,10.4672601266,0.733340963948,3.85472848101,1.65363187182
10,2010,5,4,17,5.8169056962,0.300599286012,3.2736778481,0.121330467073,4.50191835443,0.209292426214,4.42477911392,0.175094929659,6.68033607595,0.328651607274,10.2255386076,0.0134113212626,4.5892221519,0.155216593655
10,2010,6,21,17,4.0019056962,0.192365551835,1.97818417722,0.0743650179458,2.07593101266,0.578830439513,6.94698164557,11.495706806,4.58184240506,0.299367377664,9.44495632911,0.335620148694,1.96732341772,0.311356730812
10,2008,8,2,17,3.99160189873,0.0881686731293,2.09389303797,0.0776908796667,1.90814620253,0.179911198846,8.81363987342,2.35018278673,4.72024746835,0.158746338728,9.17260189873,0.261834306041,1.6257664557,0.159289355552
